('consult', 'NN')
('termed', 'VBD')
('model', 'NN')
('betas', 'NNS')
('maintain', 'VBP')
('means', 'NNS')
('set_store_for_read', 'JJ')
('detected', 'VBD')
('red-y', 'JJ')
('symmetric', 'JJ')
('shifts', 'NNS')
('egg', 'VBP')
('value5', 'JJ')
('apps', 'NN')
('png_user_mem_supported', 'VBD')
('destroys', 'NNS')
('reused', 'VBN')
('png_expand_trns', 'NNS')
('mismatches', 'NNS')
('consistency', 'NN')
('with', 'IN')
('keeping', 'VBG')
('absent', 'JJ')
('scaled', 'VBN')
('power-law', 'NN')
('restriction', 'NN')
('fixup', 'NN')
('png_handle_as_unknown_supported', 'VBD')
('no_change', 'NN')
('ended', 'VBN')
('safety', 'NN')
('run-time', 'JJ')
('hope', 'NN')
('turned', 'VBD')
('looked', 'JJ')
('9-bit', 'JJ')
('ansi-c90', 'JJ')
('green-zgreen-scale', 'JJ')
('validunknown{beforeafter}', 'NN')
('contrast', 'NN')
('safer', 'VBP')
('search', 'NN')
('clause', 'NN')
('png_handle_chunk_as_default', 'NN')
('logpixel', 'JJ')
('amounts', 'NNS')
('tell', 'VBP')
('writes', 'VBZ')
('png_filler', 'NN')
('overlap', 'JJ')
('adjustment', 'NN')
('maxin_digits12', 'NN')
('convention', 'NN')
('switch', 'VB')
('write_memory', 'NN')
('import', 'NN')
('linearized', 'VBD')
('provoke', 'JJ')
('gpc_', 'NN')
('reasons', 'NNS')
('upon', 'IN')
('truncates', 'NNS')
('filestatus_code', 'VBP')
('discontinuity', 'NN')
('inserting', 'VBG')
('isolate', 'JJ')
('gamma122', 'NNS')
('weed', 'VBP')
('exclude', 'VBP')
('>screen', 'JJ')
('z_finish', 'JJ')
('bug', 'NN')
('caveat', 'NN')
('configured', 'VBD')
('assumed', 'VBN')
('png_read_gamma_supported', 'JJ')
('set_unknown_chunks', 'NNS')
('8-bit', 'JJ')
('behaves', 'NNS')
('row_init', 'JJ')
('increments', 'NNS')
('red-c', 'JJ')
('file->type', 'JJ')
('error_to_linear_grayscale', 'NN')
('recording', 'VBG')
('art', 'NN')
('specifies', 'NNS')
('allows', 'VBZ')
('narrow', 'JJ')
('bits-per-pixel', 'JJ')
('can_write_interlace', 'NN')
('zlib_vernum', 'NN')
('re-ordering', 'JJ')
('packard', 'NN')
('provide', 'IN')
('image->opts', 'JJ')
('decision', 'NN')
('compositing', 'VBG')
('usage', 'JJ')
('fraction', 'NN')
('compacted', 'VBD')
('min_bits', 'NNS')
('believe', 'VBP')
('>38149', 'NN')
('added', 'VBD')
('expanded', 'VBN')
('spread', 'NN')
('data_size262', 'NN')
('enter', 'NN')
('store_mark', 'NN')
('alters', 'NNS')
('intersection', 'VBP')
('memory_free', 'JJ')
('remove', 'VB')
('decrease', 'NN')
('sizes', 'NNS')
('z_stream_end', 'VBP')
('decompressing', 'VBG')
('frames', 'NNS')
('64-bits', 'JJ')
('iend', 'NN')
('handlers', 'NNS')
('setjmp', 'VBP')
('notice', 'RB')
('copying', 'VBG')
('permit', 'NN')
('co-exist', 'JJ')
('force', 'NN')
('tables', 'NNS')
('ids', 'NNS')
('todo', 'VBP')
('chunk_length8chunk_length11', 'JJ')
('out-of-buffer', 'JJ')
('equality', 'NN')
('ownership', 'NN')
('read_chunk', 'NN')
('deallocated', 'VBD')
('chunkpos', 'JJ')
('b^gamma', 'JJ')
('initialization', 'NN')
('increased', 'VBD')
('fractions', 'NNS')
('infinite', 'JJ')
('remaining_space', 'NN')
('understood', 'JJ')
('implement', 'JJ')
('pre-106', 'JJ')
('carries', 'VBZ')
('farthest', 'JJS')
('seems', 'VBZ')
('come', 'JJ')
('__cplusplus', 'IN')
('positioning', 'VBG')
('drift', 'NN')
('taking', 'VBG')
('png_div51gray', 'JJ')
('inverting', 'VBG')
('green-ygreen-scale', 'JJ')
('8-gamma_shift', 'JJ')
('emit_stringstrerrorerrno', 'NN')
('b-ca-c', 'JJ')
('png_srgb_from_linear', 'JJ')
('datastream', 'NN')
('deflatebound', 'NN')
('triggers', 'NNS')
('disappear', 'VBP')
('people', 'NNS')
('png_read_swap_alpha_supported', 'VBD')
('sub-sample', 'JJ')
('cut', 'NN')
('that', 'WDT')
('cpu', 'VBP')
('precise', 'JJ')
('equation', 'NN')
('trip', 'NN')
('reverses', 'VBZ')
('eof', 'RB')
('read_file', 'JJ')
('store_malloc', 'NN')
('floor', 'NN')
('loaders', 'NNS')
('hold', 'VBP')
('proceeding', 'VBG')
('overrides', 'NNS')
('determined', 'VBD')
('needed', 'VBN')
('bitcolor', 'NN')
('factors', 'NNS')
('png_div51value', 'VBP')
('green-y', 'JJ')
('ignored', 'VBN')
('flagged', 'JJ')
('arent', 'JJ')
('blue-cblue-scale', 'JJ')
('switches', 'NNS')
('png-mng-implement', 'JJ')
('rewrite_offset', 'NN')
('constructed', 'VBD')
('leaving', 'VBG')
('p-a', 'JJ')
('png_set_packswappng_structrp', 'NN')
('cause', 'NN')
('convoluted', 'VBD')
('mentioned', 'JJ')
('channelscomponents', 'NNS')
('issuing', 'VBG')
('consumed', 'VBD')
('sorting', 'VBG')
('adler32', 'JJ')
('antidote', 'JJ')
('article', 'NN')
('meaningless', 'NN')
('closest', 'NN')
('png_mng_features_supported', 'VBN')
('programs', 'NNS')
('compiled', 'VBD')
('kind', 'NN')
('read_shift', 'NN')
('absolute', 'JJ')
('re-read', 'JJ')
('site', 'NN')
('alternative', 'JJ')
('swallow', 'JJ')
('extra_bytes', 'VBZ')
('ints', 'NNS')
('compounds', 'VBZ')
('via', 'IN')
('use_compile_time_masks', 'JJ')
('hiding', 'NN')
('png_read_16_to_8_supported', 'VBN')
('executes', 'NNS')
('conversions', 'NNS')
('contains', 'NNS')
('constraint', 'VBP')
('trailer', 'NN')
('png_fp_1', 'NN')
('ab-c', 'JJ')
('reserved', 'VBD')
('gnuc', 'JJ')
('reinvent', 'NN')
('multiplier', 'NN')
('let', 'VBD')
('overwriting', 'VBG')
('png_ptr->transformations', 'NNS')
('problem', 'NN')
('png_shift', 'NN')
('libpng-106g', 'NN')
('abandoned', 'VBD')
('builds', 'NNS')
('xy->whitey', 'JJ')
('rest', 'NN')
('wider', 'NN')
('pnglibconfh', 'IN')
('4-bit', 'JJ')
('z_const', 'NN')
('kbytes', 'VBZ')
('png_set_bgrpng_structrp', 'JJ')
('argv0', 'JJ')
('dont', 'NN')
('top', 'NN')
('decompose', 'NN')
('keywod', 'NN')
('idat_len', 'NN')
('abse', 'JJ')
('pngsetc', 'NN')
('black-compensation', 'NN')
('after', 'IN')
('tests', 'NNS')
('aborts', 'NNS')
('reversing', 'VBG')
('fallthrough', 'JJ')
('degrade', 'NN')
('reading', 'VBG')
('timing', 'VBG')
('packing', 'VBG')
('alpha257', 'JJ')
('transform_widthpp', 'NN')
('~png_rgb_to_gray', 'NN')
('experiences', 'NNS')
('uarb', 'JJ')
('store_message', 'JJ')
('white-xwhite-y', 'JJ')
('design', 'NN')
('white-ywhite-y', 'JJ')
('write_optimize_cmf', 'NN')
('needs', 'VBZ')
('row_info->bit_depth', 'JJ')
('deflateinit2', 'NN')
('write_compressed_text', 'NN')
('pngvalid', 'NN')
('compressseduncompressed', 'VBD')
('operationspixel', 'JJ')
('uses', 'NNS')
('overflowed', 'VBD')
('attempting', 'VBG')
('wacky', 'JJ')
('dijkstra', 'JJ')
('saving', 'VBG')
('faster', 'RBR')
('cube', 'JJ')
('png_use_compile_time_masks', 'NNS')
('favoring', 'VBG')
('contained', 'VBN')
('whenever', 'WRB')
('bit_width', 'JJ')
('formula', 'NN')
('opted', 'VBD')
('colorants', 'NNS')
('led', 'VBN')
('fread', 'JJ')
('date', 'NN')
('z_default_strategy', 'NN')
('back-pointer', 'JJ')
('safe-to-copy', 'JJ')
('indexed', 'JJ')
('enquiry', 'NN')
('versions', 'NNS')
('looking', 'VBG')
('calculate', 'NN')
('<option>{on|off}', 'NN')
('random', 'NN')
('inaccurate', 'JJ')
('distribute', 'NN')
('fixes', 'NNS')
('tricky', 'JJ')
('zlib_control', 'NN')
('png_read_expand_16_supported', 'VBD')
('does', 'VBZ')
('colorxcolor-y', 'JJ')
('nul', 'JJ')
('use_input_precision', 'NN')
('transfer', 'NN')
('lines', 'NNS')
('cexcepth', 'RB')
('indicated', 'VBD')
('gb16', 'JJ')
('p-b', 'JJ')
('ga-16', 'JJ')
('capabilities', 'NNS')
('log', 'VBP')
('blue-yred-x', 'JJ')
('overwrote', 'NN')
('per', 'IN')
('computational', 'JJ')
('spaces', 'NNS')
('vhi', 'VBP')
('cygwin', 'JJ')
('nmcl', 'JJ')
('inexact', 'NN')
('png_cmap_rgb', 'NN')
('png_interlace', 'NN')
('approach', 'NN')
('benign', 'JJ')
('>keep', 'JJ')
('causes', 'NNS')
('imagemagick', 'VBP')
('needing', 'VBG')
('critique', 'NN')
('select', 'NN')
('avoiding', 'VBG')
('zlibdeflate', 'JJ')
('gray-to-rgb', 'JJ')
('cheap', 'JJ')
('sse', 'NN')
('replaced', 'VBD')
('achieve', 'JJ')
('branches', 'NNS')
('end-points', 'NNS')
('declared', 'VBD')
('report', 'NN')
('utility', 'NN')
('manner', 'RB')
('48-bit', 'JJ')
('blue-xwhite-scale', 'NN')
('addressed', 'VBD')
('predictor', 'NN')
('exact', 'JJ')
('deallocation', 'NN')
('blocks', 'NNS')
('damaged', 'VBN')
('png_read_gray_to_rgb_supported', 'VBD')
('expanding', 'VBG')
('reverse', 'NN')
('overflows', 'NNS')
('applications', 'NNS')
('median', 'JJ')
('replicates', 'NNS')
('abuse', 'IN')
('store_pool_delete', 'JJ')
('premultiplication', 'NN')
('blue-yred-scale', 'JJ')
('latter', 'NN')
('ask', 'NN')
('nnnn', 'IN')
('internationalized', 'VBN')
('occur', 'NN')
('error_to_srgb', 'NN')
('introduced', 'VBN')
('overwrites', 'NNS')
('user_mem', 'JJ')
('z-rc', 'JJ')
('-165535', 'NN')
('demonstrate', 'NN')
('apply', 'NN')
('name5', 'JJ')
('perror', 'NN')
('macro', 'NN')
('stress', 'NN')
('work-around', 'JJ')
('reduce', 'VB')
('margin', 'NN')
('memcpy', 'NN')
('b32768', 'NN')
('rgbxxx', 'NN')
('png_rgb_to_gray', 'JJ')
('standard', 'NN')
('zeroed', 'NN')
('inherent', 'JJ')
('acquire', 'VB')
('printed', 'VBN')
('reacked', 'JJ')
('inter-row', 'JJ')
('16-bits', 'NNS')
('standard_display', 'NN')
('implemented', 'VBN')
('recover', 'RB')
('backdoor', 'JJ')
('poyntons', 'NNS')
('m<<24', 'VBP')
('contribtoolsmakesrgbc', 'NN')
('goes', 'VBZ')
('occurs', 'IN')
('fast', 'RB')
('png_ptr->trans_alphai', 'JJ')
('adds', 'VBZ')
('buffers', 'NNS')
('produced', 'VBD')
('separated', 'JJ')
('seem', 'JJ')
('implicit', 'JJ')
('include', 'VBP')
('png_libpng_ver_string', 'VBG')
('endpoints', 'NNS')
('claim', 'VBP')
('composting', 'VBG')
('dominate', 'NN')
('profiles', 'NNS')
('alpha_mode', 'VBP')
('indices', 'NNS')
('info_iccp', 'VBP')
('continues', 'VBZ')
('scnr', 'NN')
('evaluated', 'VBD')
('request', 'NN')
('configurations', 'NNS')
('missing', 'VBG')
('light', 'NN')
('until', 'IN')
('lot', 'NN')
('png_set_rgb_to_graypng_structp', 'NNS')
('axis', 'VBP')
('total_length', 'NN')
('affect', 'NN')
('modified', 'VBD')
('send', 'JJ')
('rgb193193193', 'NN')
('expects', 'VBZ')
('records', 'NNS')
('edit', 'NN')
('fmt', 'VBP')
('color-c', 'JJ')
('forbidden', 'JJ')
('pngrutilc', 'NN')
('calling', 'VBG')
('documentation', 'NN')
('meaningful', 'JJ')
('channels-1', 'JJ')
('consists', 'NNS')
('did', 'VBD')
('png_make_ga_colormap', 'JJ')
('conditions', 'NNS')
('zeros', 'VBP')
('no-op', 'JJ')
('g-16', 'JJ')
('quartets', 'NNS')
('choice', 'NN')
('becomes', 'VBZ')
('png_ptr->output_flush_fn', 'JJ')
('png_ptr->rowbytes', 'NNS')
('image_bytes', 'NNS')
('style', 'NN')
('aborting', 'VBG')
('alphatransparency', 'NN')
('maxabs', 'NN')
('approximations', 'NNS')
('ceil100000327672', 'VBP')
('selected', 'VBN')
('transparencytrns', 'NNS')
('idat_pos', 'JJ')
('applies', 'NNS')
('png_ptr->jmp_buf_ptr', 'JJ')
('sbitsbit', 'NN')
('finds', 'VBZ')
('checks', 'NNS')
('r^g', 'VBP')
('sized', 'VBN')
('discover', 'RB')
('beginning', 'VBG')
('linked-list', 'JJ')
('dots', 'NNS')
('ok_bits', 'VBZ')
('byte-swaps', 'JJ')
('bypasses', 'NNS')
('png_intel_sse_implementation', 'NN')
('avoid', 'VBP')
('namedcolor', 'JJ')
('persist', 'JJ')
('floorvlo-vhi', 'JJ')
('produce', 'NN')
('read_crc', 'NN')
('cse', 'NN')
('flevel', 'NN')
('wrapped', 'VBD')
('valie', 'JJ')
('capability', 'NN')
('rebuild', 'NN')
('accuracies', 'NNS')
('validation', 'VBP')
('blue-xred-scale', 'JJ')
('extreme', 'NN')
('rounding', 'VBG')
('coeffcients', 'NNS')
('image_width', 'JJ')
('enumerate', 'JJ')
('functionarg', 'NN')
('libng-1510', 'JJ')
('obey', 'NN')
('adjusting', 'VBG')
('seen', 'VBN')
('png_handle_chunk_if_safe', 'JJ')
('asks', 'NNS')
('bomb', 'VBP')
('read_png', 'VB')
('failed', 'JJ')
('sets', 'NNS')
('presence', 'NN')
('resultant', 'NN')
('producing', 'VBG')
('startup', 'JJ')
('precedence', 'NN')
('property', 'NN')
('png_errorpng_ptr', 'NN')
('representing', 'VBG')
('derivatives', 'NNS')
('source', 'NN')
('simplified', 'VBN')
('distribution', 'NN')
('trash', 'NN')
('humans', 'NNS')
('g-8', 'JJ')
('transmission', 'NN')
('floorvalue', 'NN')
('develop', 'VB')
('reporting', 'VBG')
('users', 'NNS')
('myfile', 'VBP')
('indexes', 'NNS')
('png_info_idat', 'RB')
('squared', 'VBD')
('idhr', 'JJ')
('pre-built', 'JJ')
('colormapped', 'JJ')
('fashion', 'NN')
('discarded', 'VBD')
('allocates', 'NNS')
('digitize', 'VBP')
('relevant', 'JJ')
('succeeds', 'VBZ')
('facilitate', 'JJ')
('chunkoverhead', 'JJ')
('simple', 'JJ')
('sure', 'JJ')
('png_div51alpha', 'NN')
('read_quantize', 'NN')
('colorant', 'JJ')
('error_to_srgb_grayscale', 'JJ')
('readwrite', 'NN')
('interrupted', 'VBN')
('suggest', 'VBP')
('based', 'VBN')
('substitution', 'NN')
('please', 'NN')
('unpacks', 'NNS')
('premultiply', 'RB')
('accumulated', 'VBD')
('whines', 'NNS')
('passing', 'VBG')
('flushed', 'JJ')
('poynton', 'NN')
('gray-scale', 'NN')
('turns', 'VBZ')
('fillers', 'NNS')
('dependent', 'JJ')
('compile-time', 'JJ')
('@<number>', 'NN')
('dbl_max', 'NN')
('read_user_chunks_supported', 'VBD')
('compressions', 'NNS')
('exponents', 'NNS')
('gamma_shiftiv', 'JJ')
('returns', 'NNS')
('lengthchunk-name', 'JJ')
('division', 'NN')
('png_handle_alpha', 'IN')
('pab-c', 'JJ')
('filling', 'NN')
('enforces', 'NNS')
('complements', 'NNS')
('horowitz', 'VBP')
('standard_row', 'JJ')
('extension', 'NN')
('integer', 'NN')
('bt709-3', 'JJ')
('powoutg', 'NN')
('running', 'VBG')
('hinc', 'JJ')
('intcoefficient', 'NN')
('tail', 'NN')
('files', 'NNS')
('log2bit_depth', 'VBP')
('frexp', 'JJ')
('permits', 'NNS')
('png_write_interlacing_supported', 'VBN')
('time_rfc1123', 'JJ')
('oops', 'NNS')
('compares', 'VBZ')
('chunk_data_pos', 'JJ')
('header', 'NN')
('align', 'NN')
('incomplete', 'JJ')
('unique', 'JJ')
('gamma_shift><n1', 'NN')
('points', 'NNS')
('malloced', 'VBD')
('ensure', 'VB')
('halt', 'NN')
('mis', 'NN')
('remains', 'VBZ')
('digitizes', 'JJ')
('sharing', 'VBG')
('overruns', 'RP')
('triggering', 'VBG')
('appropriate', 'JJ')
('gives', 'VBZ')
('claw', 'NN')
('reduces', 'NNS')
('treated', 'VBD')
('end1', 'JJ')
('fixing', 'VBG')
('correspnding', 'VBG')
('generated', 'VBN')
('danger', 'NN')
('cleared', 'VBD')
('inches', 'NNS')
('gpc', 'JJ')
('built-in', 'JJ')
('samplemaxsample', 'NN')
('claimed', 'VBD')
('fault', 'NN')
('shifting', 'VBG')
('combining', 'VBG')
('leads', 'NNS')
('transparency', 'NN')
('pointed', 'VBD')
('png_read_swap_supported', 'JJ')
('back-door', 'NN')
('details', 'NNS')
('decimal', 'JJ')
('use-input-precision', 'JJ')
('shifted', 'VBN')
('b16g', 'NN')
('enforce', 'NN')
('supplies', 'NNS')
('passed', 'VBD')
('truefalse', 'JJ')
('grayscale-no-alpha', 'JJ')
('displayed', 'VBN')
('png_max_error_text', 'JJ')
('rewritten', 'NN')
('candidates', 'NNS')
('signal', 'JJ')
('purposes', 'NNS')
('true-color', 'JJ')
('theres', 'NNS')
('cprt', 'VBP')
('strerror', 'JJ')
('predictive', 'JJ')
('green-scale', 'JJ')
('defines', 'NNS')
('contribute', 'VBP')
('png_ptr->chunk_name', 'JJ')
('widens', 'NNS')
('representations', 'NNS')
('subtracted', 'VBD')
('s32s00', 'JJ')
('swaps', 'NNS')
('png_quantize', 'VB')
('-5e-4', 'NNS')
('run', 'VB')
('got', 'RB')
('because', 'IN')
('comparison', 'NN')
('locations', 'NNS')
('shiftsbit', 'VBP')
('green-c', 'JJ')
('libpng-14x', 'JJ')
('chromaticadaptationtag', 'NN')
('write_count', 'NN')
('assuming', 'VBG')
('interpreting', 'VBG')
('wstrict', 'JJ')
('_shift', 'NN')
('end-of-file', 'JJ')
('widths', 'NNS')
('idea', 'NN')
('introduces', 'NNS')
('prepare', 'VBP')
('type_name', 'JJ')
('weirdness', 'JJ')
('customization', 'NN')
('depths', 'NNS')
('gropes', 'NNS')
('places', 'NNS')
('png_fp_fraction', 'NN')
('recovered', 'VBD')
('x<0', 'NNP')
('alloc_ptr', 'NN')
('rightmost', 'NN')
('been', 'VBN')
('png_set_background_fixedpng_structp', 'RB')
('longer', 'RBR')
('outputavail_out', 'IN')
('nan', 'JJ')
('therein', 'NN')
('maxcalc', 'NN')
('deep', 'RB')
('initiated', 'VBD')
('approximated', 'JJ')
('wextra', 'JJ')
('vlo-vhi', 'NN')
('maxout', 'NN')
('heuristics', 'NNS')
('repositioning', 'VBG')
('summarize', 'NN')
('regained', 'VBD')
('uniqueness', 'JJ')
('congruential', 'JJ')
('despite', 'IN')
('incorrect', 'JJ')
('silence', 'NN')
('sanity', 'NN')
('calculated', 'VBD')
('composing', 'VBG')
('packswap', 'NN')
('description', 'NN')
('test_exhaustive', 'JJ')
('reveal', 'NN')
('section', 'NN')
('backwards', 'NNS')
('casts', 'VBZ')
('merit', 'JJ')
('efficiency', 'NN')
('sake', 'NN')
('considers', 'NNS')
('damages', 'NNS')
('store_read_reset', 'VBP')
('smashed', 'VBN')
('track', 'NN')
('data_pos', 'NN')
('reconstructed', 'VBD')
('libpng-1510', 'JJ')
('sprintf', 'NN')
('-001', 'NNP')
('onto', 'IN')
('scriptspnglibconfdfa', 'NN')
('displays', 'NNS')
('vpagster', 'RBR')
('per-test', 'JJ')
('duplicating', 'NN')
('failure', 'NN')
('push_read', 'JJ')
('allocationdeallocation', 'NN')
('read_background', 'NN')
('assertchannels', 'NNS')
('endrc', 'VBP')
('gammacomposergb-to-gray', 'JJ')
('variations', 'NNS')
('multiplying', 'VBG')
('sense', 'NN')
('libpng-129', 'JJ')
('alternate', 'NN')
('stuff', 'NN')
('leaked', 'VBD')
('pre-multiplication', 'JJ')
('implementations', 'NNS')
('reducing', 'VBG')
('png_pass_start_colpass', 'NN')
('ends', 'VBZ')
('pixelbyte', 'JJ')
('approximate', 'JJ')
('abort', 'NN')
('statistics', 'NNS')
('compare_two_images', 'NNS')
('perform', 'VBP')
('subset', 'VBN')
('systems', 'NNS')
('store_write_reset', 'VBD')
('custom', 'JJ')
('do_expand_16', 'NN')
('anyhow', 'NN')
('lengthtype', 'JJ')
('simplified_read', 'NN')
('png_16_to_8', 'NN')
('asr', 'NN')
('png_warnings_supported', 'VBD')
('catches', 'NNS')
('_ini', 'NNP')
('affects', 'VBZ')
('defeat', 'NN')
('alpha_mode_supported', 'JJ')
('releases', 'NNS')
('separator', 'NN')
('allocate', 'VBP')
('around', 'IN')
('record', 'NN')
('write_weighted_filter', 'NN')
('prevents', 'NNS')
('rewind', 'VBP')
('albeit', 'JJ')
('resets', 'NNS')
('original_ip', 'VBP')
('supplied', 'VBN')
('proceed', 'JJ')
('per-pixel', 'JJ')
('meter', 'NN')
('hides', 'NNS')
('--sp', 'VBP')
('linked', 'VBN')
('grr', 'NN')
('xout', 'IN')
('truncating', 'VBG')
('copy', 'NN')
('breaking', 'VBG')
('zlib_ok', 'NN')
('posterity', 'NN')
('taken', 'VBN')
('premultiplied', 'JJ')
('6-12', 'JJ')
('btoa', 'NN')
('non-gray', 'JJ')
('file->chunk', 'JJ')
('read_16bit', 'NN')
('-werrorstrict-overflow', 'JJ')
('next_length', 'NN')
('demonstration', 'NN')
('mmx', 'VBD')
('fits', 'NNS')
('clean-up', 'RB')
('trashed', 'VBD')
('dumb', 'JJ')
('follows', 'VBZ')
('synced', 'VBD')
('rechunking', 'VBG')
('during', 'IN')
('getset', 'VBN')
('log265535655345', 'NN')
('max>0', 'NN')
('matched', 'VBD')
('weird', 'JJ')
('backward', 'RB')
('stderr', 'JJ')
('equivalence', 'NN')
('carry', 'NN')
('png_read_invert_alpha_supported', 'VBD')
('shift0', 'JJ')
('andn', 'JJ')
('libpng-1241', 'JJ')
('color-space', 'NN')
('excludes', 'NNS')
('rowpass', 'VBP')
('preserved', 'VBN')
('overwritten', 'JJ')
('management', 'NN')
('interaction', 'NN')
('instantiates', 'VBZ')
('deflate', 'JJ')
('thats', 'NNS')
('stopped', 'VBD')
('matrices', 'NNS')
('app_fail', 'RP')
('updating', 'VBG')
('crc_init', 'NN')
('deduced', 'VBD')
('require', 'JJ')
('deflatereset', 'NN')
('weve', 'VBP')
('read_user_chunks', 'NNS')
('endpoints_matchp_srgb', 'VBP')
('guarantees', 'NNS')
('write_filter', 'VBP')
('dumps', 'JJ')
('converge', 'NN')
('white-y', 'JJ')
('x86', 'NNP')
('outputting', 'VBG')
('possibilities', 'NNS')
('png_ptr->palette', 'JJ')
('maxpc', 'JJ')
('iow', 'JJ')
('pm->calculations_use_input_precision', 'NN')
('streams', 'NNS')
('write_interlace', 'VBP')
('check_for_invalid_index', 'NN')
('converts', 'NNS')
('move', 'VBP')
('npalette', 'RB')
('dropping', 'VBG')
('guarantee', 'NN')
('careful', 'JJ')
('swapped', 'VBD')
('errno', 'JJ')
('terminator', 'NN')
('page', 'NN')
('zapped', 'VBD')
('deal', 'NN')
('encoded', 'VBN')
('lock-step', 'JJ')
('clears', 'NNS')
('crashes', 'NNS')
('program', 'NN')
('--strict', 'VBP')
('etc', 'FW')
('memset', 'NN')
('figures', 'NNS')
('constraints', 'NNS')
('original_info', 'VBP')
('<all', 'DT')
('guts', 'NNS')
('failing', 'VBG')
('code', 'NN')
('except', 'IN')
('png_read_bgr_supported', 'JJ')
('store_unknown_chunks', 'NNS')
('wont', 'VBD')
('value-5', 'JJ')
('chunk_end', 'NN')
('started', 'VBD')
('png-fix-itxtexe', 'JJ')
('looks', 'NNS')
('color->gray', 'JJ')
('accuracy', 'JJ')
('product', 'NN')
('adjusted', 'VBN')
('inflateinit2strm0', 'JJ')
('outputoutput_size', 'JJ')
('stash', 'NN')
('performs', 'NNS')
('deprecated', 'VBD')
('inch_conversions', 'NNS')
('ways', 'NNS')
('composed', 'VBD')
('buggy', 'JJ')
('de-interlace', 'NN')
('matrix', 'NN')
('comparepixel', 'NN')
('moves', 'NNS')
('chunk_info', 'VBP')
('stored', 'VBN')
('asked', 'VBD')
('optimizing', 'VBG')
('png_expand', 'NN')
('reduced', 'VBD')
('floorv-vhivhi', 'JJ')
('depending', 'NN')
('resolve', 'VB')
('inconsistent', 'JJ')
('pass-height', 'JJ')
('png_stdio_supported', 'VBN')
('frees', 'NNS')
('callback', 'VBP')
('white-c', 'JJ')
('sees', 'NNS')
('gpc_error_to_colormap', 'JJ')
('reads', 'NNS')
('rgb-16', 'JJ')
('turn', 'NN')
('compared', 'VBN')
('libpngs', 'NNS')
('syncing', 'VBG')
('operation', 'NN')
('stripping', 'VBG')
('july', 'NN')
('generation', 'NN')
('continue', 'VBP')
('read_count', 'NN')
('equivalent', 'JJ')
('unlike', 'IN')
('reader', 'NN')
('hence', 'NN')
('calculates', 'VBZ')
('png_srgb_profile_checks', 'NNS')
('rounds', 'VBZ')
('solved', 'JJ')
('rechunk_length', 'JJ')
('zlib->extra_bytes', 'NNS')
('pngunknown', 'IN')
('png_ptr->row_buf1', 'JJ')
('png_add_alpha', 'NN')
('determinants', 'NNS')
('1100000ths', 'CD')
('redefine', 'JJ')
('encourage', 'NN')
('inchar', 'NN')
('precalculated', 'VBD')
('preserves', 'NNS')
('activate', 'VBP')
('relying', 'VBG')
('issue', 'NN')
('finding', 'VBG')
('white-cwhite-scale', 'JJ')
('no_flush', 'NN')
('callbacks', 'NNS')
('read_ztxt', 'VBP')
('calls', 'VBZ')
('png_row_from_pass_rowyin', 'JJ')
('zlib_init', 'NN')
('s32', 'NN')
